"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",93,"1","Not Hispanic or Latino","White","Male",17,"Secured by a first lien",8382,58.2400016784668,99.1900024414062,1263,2127,"no"
"Conventional","Manufactured housing","Refinancing","Owner-occupied as a principal dwelling",136,"1","Hispanic or Latino","White","Male",53,"Secured by a first lien",4402,46.4099998474121,81.6900024414062,846,1347,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",140,"1","Not Hispanic or Latino","White","Male",85,"Secured by a first lien",4057,44.2900009155273,139.270004272461,1067,1524,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",334,"1","Not Hispanic or Latino","Black or African American","Male",138,"Secured by a first lien",2416,28.5200004577637,109.76000213623,523,754,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",267,"1","Not Hispanic or Latino","White","Female",57,"Secured by a first lien",2417,17.0499992370605,96.7900009155273,746,1358,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",380,"0","Not Hispanic or Latino","White","Male",112,"Secured by a first lien",2720,25.9599990844727,162.100006103516,821,1055,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",556,"1","Not Hispanic or Latino","White","Male",129,"Secured by a first lien",2853,10.4499998092651,112.980003356934,1483,1782,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",61,"0","Hispanic or Latino","White","Male",32,"Secured by a first lien",2578,65.870002746582,89.0100021362305,581,773,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",229,"1","Hispanic or Latino","White","Female",52,"Secured by a first lien",3885,45.1199989318848,86,716,1225,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",120,"1","Hispanic or Latino","White","Male",114,"Secured by a first lien",8744,46.3199996948242,101.290000915527,1389,2899,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",224,"1","Not Hispanic or Latino","White","Female",137,"Secured by a first lien",2671,25.7999992370605,141.190002441406,357,1014,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",378,"0","Not Hispanic or Latino","White","Male",57,"Secured by a first lien",2965,26.4400005340576,189.179992675781,884,1038,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",150,"0","Not Hispanic or Latino","White","Male",100,"Secured by a first lien",3540,64.2399978637695,83,659,1243,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",211,"1","Not Hispanic or Latino","White","Male",107,"Secured by a first lien",6116,79.4800033569336,83.2300033569336,887,1858,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",215,"1","Not Hispanic or Latino","White","Female",148,"Secured by a first lien",6492,57.1800003051758,77.2399978637695,1255,2665,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",370,"1","Not Hispanic or Latino","White","Male",57,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",152,"0","Not Hispanic or Latino","Asian","Male",65,"Secured by a first lien",5922,79.5999984741211,53.1599998474121,260,854,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",271,"1","Not Hispanic or Latino","White","Female",80,"Secured by a first lien",4130,58.5699996948242,157.360000610352,892,1352,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",87,"1","Not Hispanic or Latino","White","Female",166,"Secured by a first lien",2808,52.2099990844727,87.0100021362305,539,968,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",216,"1","Not Hispanic or Latino","White","Female",45,"Secured by a first lien",7548,44.1599998474121,81.129997253418,1951,2572,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",255,"1","Not Hispanic or Latino","White","Male",69,"Secured by a first lien",8209,44.7599983215332,112.269996643066,1822,2564,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",263,"1","Not Hispanic or Latino","White","Male",64,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",157,"1","Hispanic or Latino","White","Male",35,"Secured by a first lien",1619,60.6500015258789,77.370002746582,324,606,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",296,"1","Not Hispanic or Latino","Asian","Male",86,"Secured by a first lien",5022,28.9300003051758,124.459999084473,1321,2025,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",409,"1","Not Hispanic or Latino","Asian","Male",95,"Secured by a first lien",2561,11.3599996566772,111.209999084473,1195,1584,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",235,"1","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",87,"Secured by a first lien",8209,44.7599983215332,112.269996643066,1822,2564,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",285,"1","Not Hispanic or Latino","White","Female",85,"Secured by a first lien",5022,28.9300003051758,124.459999084473,1321,2025,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",187,"1","Not Hispanic or Latino","Asian","Female",47,"Secured by a first lien",4023,63.1599998474121,99.5800018310547,922,1378,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",172,"1","Hispanic or Latino","White","Male",46,"Secured by a first lien",2847,69.5500030517578,87.5100021362305,420,716,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",210,"0","Hispanic or Latino","White","Male",67,"Secured by a first lien",3806,68.7900009155273,82.6600036621094,744,1282,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",228,"1","Not Hispanic or Latino","White","Male",54,"Secured by a first lien",2285,12.6899995803833,110.580001831055,1072,1672,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",162,"1","Hispanic or Latino","White","Male",33,"Secured by a first lien",4840,74.629997253418,70.6699981689453,694,1418,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",67,"1","Hispanic or Latino","White","Female",37,"Secured by a first lien",5470,61.939998626709,65.9000015258789,814,1475,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",215,"1","Not Hispanic or Latino","White","Male",105,"Secured by a first lien",9805,59.9099998474121,105.139999389648,2012,3571,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",162,"1","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",5048,18.6599998474121,65.5599975585938,1537,2510,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",319,"1","Not Hispanic or Latino","Black or African American","Male",101,"Secured by a first lien",6097,52.8499984741211,133.830001831055,1396,2051,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",332,"1","Hispanic or Latino","White","Male",71,"Secured by a first lien",1442,43.7599983215332,117.370002746582,321,641,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",293,"0","Not Hispanic or Latino","White","Male",74,"Secured by a first lien",6951,48.6300010681152,105.970001220703,1452,2012,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",131,"1","Not Hispanic or Latino","White","Female",112,"Secured by a first lien",3758,73.0699996948242,73.8600006103516,681,1225,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",313,"1","Not Hispanic or Latino","White","Male",127,"Secured by a first lien",7161,57.0299987792969,130.580001831055,1647,2622,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",423,"1","Not Hispanic or Latino","White","Male",326,"Secured by a first lien",4110,40,174.179992675781,1134,1680,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",367,"1","Hispanic or Latino","Asian","Male",100,"Secured by a first lien",3361,61.560001373291,229.399993896484,859,1144,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",407,"1","Not Hispanic or Latino","White","Male",340,"Secured by a first lien",3813,60.6300010681152,110.319999694824,694,1249,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",358,"1","Not Hispanic or Latino","White","Male",75,"Secured by a first lien",5025,10.8299999237061,169.690002441406,1644,1887,"yes"
"FSA/RHS-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",177,"0","Not Hispanic or Latino","White","Male",35,"Secured by a first lien",7849,28.5,83.3300018310547,1424,2649,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",167,"1","Hispanic or Latino","White","Female",56,"Secured by a first lien",4597,92.0800018310547,63.3199996948242,525,1205,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",239,"1","Not Hispanic or Latino","White","Male",51,"Secured by a first lien",2979,41.3600006103516,121.26000213623,650,832,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",275,"1","Not Hispanic or Latino","White","Female",254,"Secured by a first lien",4302,36.2200012207031,153.399993896484,694,1292,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",120,"1","Not Hispanic or Latino","Asian","Female",226,"Secured by a first lien",1302,20.9699993133545,76.879997253418,234,571,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",188,"1","Not Hispanic or Latino","White","Male",50,"Secured by a first lien",5703,41.2400016784668,71.9300003051758,817,1677,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",332,"1","Not Hispanic or Latino","White","Female",85,"Secured by a first lien",2409,8.30000019073486,164.039993286133,938,1126,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",332,"1","Not Hispanic or Latino","White","Male",193,"Secured by a first lien",3963,41.560001373291,60.9500007629395,464,955,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",284,"0","Hispanic or Latino","White","Male",40,"Secured by a first lien",3775,33.5099983215332,205.759994506836,937,1210,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",412,"1","Not Hispanic or Latino","White","Male",123,"Secured by a first lien",5430,32.3899993896484,133.619995117188,1651,2067,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",140,"1","Not Hispanic or Latino","White","Female",32,"Secured by a first lien",4696,46.5900001525879,116.75,886,1667,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",69,"0","Not Hispanic or Latino","White","Male",18,"Secured by a first lien",3827,71.8300018310547,38.1699981689453,300,585,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",140,"0","Not Hispanic or Latino","Asian","Male",17,"Secured by a first lien",5114,70.3600006103516,92.0800018310547,898,1364,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",144,"1","Not Hispanic or Latino","White","Female",21,"Secured by a first lien",4923,23.9500007629395,128.479995727539,1263,1722,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",185,"1","Not Hispanic or Latino","White","Male",152,"Secured by a first lien",4179,32.2799987792969,118.459999084473,1120,1680,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",184,"1","Not Hispanic or Latino","Asian","Female",80,"Secured by a first lien",8744,46.3199996948242,101.290000915527,1389,2899,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",142,"1","Hispanic or Latino","White","Female",33,"Secured by a first lien",4700,67.5999984741211,95.5100021362305,893,1556,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",196,"1","Not Hispanic or Latino","White","Female",88,"Secured by a first lien",3845,23.7700004577637,136.300003051758,1028,1537,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",163,"0","Not Hispanic or Latino","Asian","Female",204,"Secured by a first lien",10021,58.3199996948242,87.8099975585938,1280,2002,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",392,"1","Not Hispanic or Latino","White","Male",196,"Secured by a first lien",7360,58.4900016784668,93.4700012207031,1379,2491,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",157,"1","Not Hispanic or Latino","White","Female",46,"Secured by a first lien",6180,37.2799987792969,81.0299987792969,1375,2236,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",279,"1","Hispanic or Latino","White","Male",58,"Secured by a first lien",5257,76.0899963378906,92.9499969482422,813,1507,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",241,"1","Not Hispanic or Latino","Black or African American","Male",78,"Secured by a first lien",3299,67.870002746582,94.2799987792969,566,1032,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",257,"1","Not Hispanic or Latino","White","Male",113,"Secured by a first lien",7660,49.5400009155273,140.600006103516,1965,3001,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",279,"1","Not Hispanic or Latino","White","Male",102,"Secured by a first lien",8307,43.0099983215332,103.980003356934,2168,2950,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",248,"0","Not Hispanic or Latino","White","Male",135,"Secured by a first lien",4812,41.8300018310547,129.960006713867,1157,1848,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",121,"0","Hispanic or Latino","White","Male",40,"Secured by a first lien",5628,78.4599990844727,75.7200012207031,784,1550,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",310,"1","Not Hispanic or Latino","White","Female",92,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",75,"0","Not Hispanic or Latino","White","Male",84,"Secured by a first lien",2624,51.939998626709,120.220001220703,777,932,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",243,"1","Not Hispanic or Latino","White","Male",85,"Secured by a first lien",2468,28.8500003814697,171.619995117188,618,1103,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",221,"0","Not Hispanic or Latino","White","Male",22,"Secured by a first lien",6492,57.1800003051758,77.2399978637695,1255,2665,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",465,"0","Not Hispanic or Latino","White","Male",204,"Secured by a first lien",4263,37.9500007629395,135.210006713867,1155,1770,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",157,"1","Hispanic or Latino","White","Male",29,"Secured by a first lien",3132,62.7999992370605,75.4199981689453,588,956,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",75,"0","Not Hispanic or Latino","White","Female",350,"Secured by a subordinate lien",6353,31.4500007629395,160.839996337891,1505,2298,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",136,"0","Not Hispanic or Latino","White","Male",44,"Secured by a first lien",2606,53.6800003051758,77.620002746582,364,846,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",5,"0","Not Hispanic or Latino","American Indian or Alaska Native","Male",78,"Secured by a subordinate lien",3890,11.6700000762939,198.75,1369,1666,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",264,"0","Not Hispanic or Latino","White","Male",108,"Secured by a first lien",5414,28.4300003051758,89.870002746582,1153,2099,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",420,"0","Not Hispanic or Latino","White","Female",32,"Secured by a first lien",2971,31.3999996185303,147.929992675781,779,1094,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",670,"0","Not Hispanic or Latino","Asian","Male",222,"Secured by a first lien",5001,33.9500007629395,229.130004882812,1601,2298,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",255,"1","Not Hispanic or Latino","Black or African American","Female",241,"Secured by a first lien",6472,40.3699989318848,187.949996948242,1335,2099,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",215,"0","Not Hispanic or Latino","White","Male",127,"Secured by a first lien",6523,67.4400024414062,86.9899978637695,732,1606,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",81,"1","Hispanic or Latino","White","Female",29,"Secured by a first lien",2331,36.810001373291,133.169998168945,586,784,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",95,"0","Not Hispanic or Latino","White","Female",50,"Secured by a first lien",7849,28.5,83.3300018310547,1424,2649,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",422,"0","Not Hispanic or Latino","White","Male",138,"Secured by a first lien",4600,38.6300010681152,234.850006103516,859,1602,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",380,"1","Not Hispanic or Latino","White","Female",94,"Secured by a first lien",2844,12.5500001907349,156.619995117188,898,1116,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",304,"1","Not Hispanic or Latino","White","Male",116,"Secured by a first lien",2138,27.8799991607666,212.550003051758,606,872,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",245,"1","Not Hispanic or Latino","White","Male",84,"Secured by a first lien",4595,42.1800003051758,89.9400024414062,921,1420,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",236,"0","Not Hispanic or Latino","Asian","Female",95,"Secured by a first lien",9805,59.9099998474121,105.139999389648,2012,3571,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",381,"0","Not Hispanic or Latino","White","Male",100,"Secured by a first lien",4475,32.7400016784668,150.850006103516,1236,1709,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",192,"1","Hispanic or Latino","White","Female",36,"Secured by a first lien",4990,37.2099990844727,118.379997253418,1271,2127,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",123,"0","Hispanic or Latino","White","Female",22,"Secured by a first lien",5075,73.1600036621094,111.25,870,1436,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",142,"1","Not Hispanic or Latino","Black or African American","Male",56,"Secured by a first lien",3227,47.5099983215332,126.470001220703,723,1042,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",120,"0","Not Hispanic or Latino","Black or African American","Male",72,"Secured by a first lien",2628,46.4599990844727,100.809997558594,622,830,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",385,"1","Not Hispanic or Latino","White","Male",115,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",383,"0","Not Hispanic or Latino","White","Male",125,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",93,"1","Not Hispanic or Latino","White","Male",97,"Secured by a first lien",4681,60.9099998474121,83.620002746582,730,1431,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",176,"0","Not Hispanic or Latino","Asian","Male",48,"Secured by a first lien",2572,37.8300018310547,124.550003051758,675,1084,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",5700,"0","Not Hispanic or Latino","White","Male",1187,"Secured by a first lien",2138,27.8799991607666,212.550003051758,606,872,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",340,"1","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",61,"Secured by a first lien",4313,21.4500007629395,100.290000915527,1311,1858,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",218,"1","Not Hispanic or Latino","White","Male",103,"Secured by a first lien",4299,65.9199981689453,122.690002441406,1238,1845,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",314,"0","Not Hispanic or Latino","White","Male",72,"Secured by a first lien",7660,49.5400009155273,140.600006103516,1965,3001,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",285,"1","Not Hispanic or Latino","White","Male",65,"Secured by a first lien",3380,54.3800010681152,105.75,887,1421,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",400,"0","Not Hispanic or Latino","White","Male",57,"Secured by a first lien",5311,36.810001373291,168.869995117188,1333,1811,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",210,"0","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",4442,42.1199989318848,112.459999084473,1014,1551,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",224,"0","Not Hispanic or Latino","White","Male",48,"Secured by a first lien",6387,39.310001373291,120.180000305176,1344,1969,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",204,"1","Not Hispanic or Latino","White","Male",66,"Secured by a first lien",4179,32.2799987792969,118.459999084473,1120,1680,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",200,"1","Not Hispanic or Latino","White","Male",63,"Secured by a first lien",2984,30.0599994659424,98.5299987792969,838,1040,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",132,"0","Hispanic or Latino","White","Male",41,"Secured by a first lien",3328,78.1900024414062,58.3400001525879,485,986,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",250,"0","Not Hispanic or Latino","Asian","Male",122,"Secured by a first lien",5370,57.1300010681152,173.600006103516,1226,1947,"yes"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",64,"1","Not Hispanic or Latino","White","Male",117,"Secured by a first lien",2606,53.6800003051758,77.620002746582,364,846,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",84,"1","Not Hispanic or Latino","Black or African American","Female",116,"Secured by a first lien",4263,37.9500007629395,135.210006713867,1155,1770,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",173,"1","Not Hispanic or Latino","White","Female",35,"Secured by a first lien",4523,43.3800010681152,98.0299987792969,853,1867,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",222,"1","Not Hispanic or Latino","White","Male",107,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",306,"0","Not Hispanic or Latino","White","Male",77,"Secured by a first lien",3936,60.2599983215332,119.129997253418,878,1260,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",249,"1","Not Hispanic or Latino","White","Male",114,"Secured by a first lien",3204,36.2000007629395,120.559997558594,639,1100,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",285,"1","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",81,"Secured by a first lien",5831,48.5900001525879,94.7399978637695,1106,1911,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",235,"0","Not Hispanic or Latino","White","Male",102,"Secured by a first lien",2619,18.0200004577637,88.7699966430664,839,1435,"yes"
"Conventional","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",190,"1","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",5430,32.3899993896484,133.619995117188,1651,2067,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",258,"1","Not Hispanic or Latino","White","Male",124,"Secured by a first lien",5349,13.0699996948242,139.669998168945,1905,2280,"no"
